0.051997222	0.07794014	0.071584694	-0.113316864	0.108976305	-0.05872023	0.067461066	0.113774054	0.17322594	-0.0107561555	0.085904196	-0.05784966	0.080035344	-0.089049816	-0.055174198	0.1478186
-0.26822007	-0.2438987	-0.2622819	0.2713647	-0.22806598	0.17389017	-0.19550599	-0.19616753	-0.2659276	0.1932186	-0.19162649	0.18831266	-0.21123748	0.17982948	0.18899097	-0.26701647
0.22654398	0.21833998	0.15223248	-0.23659883	0.22693786	-0.26904196	0.22258441	0.17956357	-0.08602561	-0.19972324	0.15384643	-0.23873632	0.23617849	-0.18716647	-0.18199115	0.15817606
-0.039985135	-0.025527634	0.01736182	-0.04578337	0.04559933	0.0054615703	0.0589497	0.03592234	-0.3001431	-0.061494593	0.035892382	-0.05793271	-0.0231292	0.044935577	-0.005171185	0.009624033
0.11305497	0.090159565	0.097120024	-0.03257167	0.0448485	-0.09922829	0.067971975	0.06339992	0.017116142	-0.07845542	0.049374204	-0.082760856	0.08042572	-0.07261572	-0.10213382	0.08881274
0.28505826	0.19270119	0.26521623	-0.22539502	0.18866959	-0.25609666	0.20655191	0.2506093	-0.10856269	-0.19860317	0.2134301	-0.27767035	0.24120115	-0.1883705	-0.26147214	0.2731923
-0.13973786	-0.10068058	-0.13758083	0.069615714	-0.061676625	0.0389616	-0.05056063	-0.068245396	-0.18431923	0.098800875	-0.10269892	0.05244182	-0.09741831	0.13318036	0.055801302	-0.08347817
0.18196319	0.17134686	0.13248868	-0.1192133	0.15930471	-0.12795015	0.09423272	0.15702148	0.16131067	-0.15580869	0.12479899	-0.16128331	0.11743139	-0.16368331	-0.099478684	0.096714206
-0.018875616	-0.019089453	0.021642433	0.0049973964	0.034109063	0.044585913	-0.040365957	-0.016780892	-0.043917984	0.023184912	-0.004068489	-0.03114864	0.0019000041	-0.021956665	-0.025725	-0.01966624
0.1278738	0.1232222	0.11447937	-0.16894974	0.12817852	-0.10474036	0.111341335	0.11239895	0.070521615	-0.0658048	0.11193606	-0.14594498	0.14509179	-0.14441822	-0.10675549	0.17485258
-0.11979675	-0.096410245	-0.10499715	0.09156731	-0.05331154	0.13217689	-0.10943516	-0.067061126	-0.045368657	0.09585076	-0.06931055	0.12629208	-0.052893132	0.12856716	0.094538055	-0.06920705
0.2001702	0.20491438	0.21150237	-0.22234835	0.19920732	-0.22986409	0.22826158	0.24959435	0.15504558	-0.21518451	0.23987833	-0.24975286	0.19120723	-0.27075765	-0.24044186	0.23695849
-0.20936118	-0.21280898	-0.20979877	0.2369129	-0.16493504	0.19356951	-0.23727155	-0.22919035	-0.009172824	0.27530897	-0.23624063	0.18489987	-0.2163396	0.23083502	0.1953795	-0.20185713
-0.035202835	-0.016323786	-0.032128315	0.03309856	-0.03397916	0.07089595	-0.035428163	-0.111287214	0.12700996	0.057112575	-0.03237555	0.10266831	-0.0143887475	0.104791515	0.033820547	-0.08821952
0.066587485	0.05782161	0.013567352	-0.08884347	0.07440642	-0.050608743	0.04680593	0.013699672	0.1355706	-0.076625295	0.046697777	-0.077066466	0.085453585	-0.04209486	-0.09013292	0.07461739
0.015248297	0.087228544	0.058278613	-0.0026848512	0.08475464	-0.037462838	0.029084716	0.041025218	0.13112943	-0.01068528	0.0127289	-0.048250284	0.023588661	-0.09580045	-0.06453584	0.033303887
-0.17480342	-0.18910696	-0.2144533	0.13387772	-0.21053684	0.21209458	-0.23038608	-0.119849235	0.14966291	0.23759626	-0.19850342	0.21411717	-0.17447618	0.18887736	0.14957474	-0.1906349
0.10206822	0.09892312	0.16328067	-0.11481057	0.09069535	-0.08537469	0.13619229	0.06613272	0.053443614	-0.10466985	0.072310016	-0.09898414	0.07211811	-0.13855042	-0.10662481	0.112215966
-0.18937968	-0.145646	-0.16958065	0.15774919	-0.16153432	0.13271658	-0.17209424	-0.11851497	-0.07949395	0.16515428	-0.10567525	0.14958343	-0.15478307	0.1459084	0.16224569	-0.12697737
0.017586457	0.05511838	0.025420427	-0.026295234	0.016681513	-0.048925698	0.06730744	0.0739938	-0.051836234	-0.09249725	0.09622444	-0.10148457	0.069939286	-0.09568137	-0.08155462	0.07093147
-0.31402865	-0.32729688	-0.2721694	0.3362356	-0.28516442	0.26642716	-0.27419588	-0.28585848	-0.22208796	0.2945766	-0.35932174	0.3343783	-0.31193024	0.321366	0.26901028	-0.3362334
0.05950911	0.10326752	0.061729018	-0.06931108	0.10336793	-0.07491309	0.06645139	0.031726226	0.12146563	-0.06312681	0.030215686	-0.07662658	0.020064032	-0.037888765	-0.10110653	0.040986206
-0.09507324	-0.043183282	-0.043094702	0.010264764	-0.027443504	0.09317641	-0.01048118	-0.07316696	-0.014303109	0.08017044	-0.0736318	0.049682938	-0.08077498	0.032939363	0.10862654	-0.09149349
-0.2088489	-0.14851005	-0.14708234	0.19610074	-0.15522075	0.18042716	-0.2026773	-0.21798082	-0.02846156	0.17140675	-0.17474069	0.19921023	-0.19300221	0.16099054	0.15768895	-0.17037481
-0.1398916	-0.11133687	-0.18230644	0.11438906	-0.12819569	0.12405931	-0.17390685	-0.10926066	-0.034531984	0.0919086	-0.10269911	0.16873087	-0.19679153	0.09378505	0.16614957	-0.09676921
0.05180711	0.04121263	0.08555988	-0.072284475	0.02913958	-0.041821294	0.0076498133	0.011428824	0.20381159	0.0068183197	0.048779175	-0.049123447	0.0779841	-0.033133477	-0.04334764	0.06933462
